Title	tv_movie	Episodes	Status	Start airing	End airing	Starting season	Broadcast time	Producers	Licensors	Studios	Sources	Genres	Duration	Rating	Score	Scored by	Members	Favorites	Description
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.	TV	11	Finished Airing	4/15/2011	6/24/2011	Spring	Fridays at 01:15 (JST)	Aniplex,Dentsu,Fuji TV,Fuji Pacific Music Publishing	NIS America, Inc.,Aniplex of America	A-1 Pictures	Original	Slice of Life,Supernatural,Drama	22 min. per ep.	PG-13	8.55	392312	650827	20971	"Jinta Yadomi is peacefully living as a recluse, spending his days away from school and playing video games at home instead. One hot summer day, his childhood friend, Meiko ""Menma"" Honma, appears and pesters him to grant a forgotten wish. He pays her no mind, which annoys her, but he doesn't really care. After all, Menma already died years ago.

At first, Jinta thinks that he is merely hallucinating due to the summer heat, but he is later on convinced that what he sees truly is the ghost of Menma. Jinta and his group of childhood friends grew apart after her untimely death, but they are drawn together once more as they try to lay Menma's spirit to rest. Re-living their pain and guilt, will they be able to find the strength to help not only Menma move onâ€”but themselves as well?

[Written by MAL Rewrite]"
Ghost in the Shell: Stand Alone Complex 2nd GIG	TV	26	Finished Airing	1/1/2004	1/8/2005	Winter	-	Bandai Visual,Dentsu,Victor Entertainment,Tokuma Shoten	Bandai Entertainment,Manga Entertainment	Production I.G	Manga	Action,Military,Sci-Fi,Mystery,Police,Mecha,Seinen	25 min. per ep.	R	8.55	71671	147861	2388	"Following the closure of the ""Laughing Man"" case, Section 9 is re-established by Japan's newly elected Prime Minister, Youko Kayabuki, to combat the persistent threat of cyber-terrorism.

A group calling themselves ""The Individual Eleven"" has begun committing acts of terror across Japan. While Motoko Kusanagi, Daisuke Aramaki, Batou, and the other members of Section 9 investigate this new menace, the Japanese government faces a separate crisis, as foreign refugees displaced by the Third World War seek asylum in Japan. But as the members of the special-ops team continually encounter Gouda Kazundoâ€”a leading member of the Cabinet Intelligence Serviceâ€”in their hunt, they begin to suspect that he may be involved, and that the events of the refugee crisis and The Individual Eleven may be more connected than they realize...

[Written by MAL Rewrite]"
Hotaru no Haka	Movie	1	Finished Airing	4/16/1988	-	-	-	-	ADV Films,Central Park Media,Sentai Filmworks	Studio Ghibli	Novel	Drama,Historical	1 hr. 28 min.	PG-13	8.55	144566	241170	2851	"As World War II reaches its conclusion in 1945, Japan faces widespread destruction in the form of American bombings, devastating city after city. Hotaru no Haka, also known as Grave of the Fireflies, is the story of Seita and his sister Setsuko, two Japanese children whose lives are ravaged by the brutal war. They have lost their mother, their father, their home, and the prospect of a bright futureâ€”all tragic consequences of the war.

Now orphaned and homeless, Seita and Setsuko have no choice but to drift across the countryside, beset by starvation and disease. Met with the apathy of adults along the way, they find that desperate circumstances can turn even the kindest of people cruel yet their youthful hope shines brightly in the face of unrelenting hardship, preventing the siblings from swiftly succumbing to an inevitable fate.

[Written by MAL Rewrite]"
Hotarubi no Mori e	Movie	1	Finished Airing	9/17/2011	-	-	-	Aniplex	-	Brain's Base	Manga	Drama,Romance,Shoujo,Supernatural	45 min.	G	8.55	171392	306369	5516	"Intrigued by the tale of a mountain god, six-year-old Hotaru Takegawa loses her way in the ancient forest while visiting her uncle. Exhausted and desperate for help, Hotaru is thrilled to find a masked forest spirit named Gin. She learns the hard way that she should not touch the boy, or he would disappear. In spite of this, Gin leads Hotaru out of the forest and warns her never to return when she promises to come again with a gift.

Paying no heed to his cautionary words, and despite being separated by both distance and planes of existence, Hotaru and Gin become close friends as she visits him every summer. However, their relationship and resolve are put to the test, when romantic feelings conflict with the one and only rule.

Based on Yuki Midorikawa's manga of the same name, Hotarubi no Mori e is a tale of friendship and compromise of two people who should never have crossed paths, as their lives become hopelessly intertwined.

[Written by MAL Rewrite]"
Kuroshitsuji Movie: Book of the Atlantic	Movie	1	Finished Airing	1/21/2017	-	-	-	Aniplex,Square Enix	Funimation	A-1 Pictures	Manga	Action,Comedy,Historical,Demons,Supernatural,Fantasy	1 hr. 40 min.	R	8.55	17621	59525	542	"Whispers turn into screaming headlines in Earl Ciel Phantomhive's morning paper as word of the dead being resurrected takes society by storm. But when the unsavoury details of the business reach Ciel's ear, he and his superlative butler, Sebastian, book themselves on a luxury liner to look into these alleged miracles and the ""Aurora Society"" conducting them. As the waters lap and crash all around the vessel, mysterious individuals gather under the banner of the ""Phoenix."" Ciel and Sebastian may be one step closer to the truth, but have they sealed their fates by conducting an investigation on what could easily become a floating coffin...?

(Source: Yen Press)"
Saiki Kusuo no Î¨-nan (TV)	TV	120	Finished Airing	7/4/2016	12/26/2016	Summer	Not scheduled once per week	TV Tokyo,Shogakukan Productions,Pony Canyon,Nippon Columbia,KlockWorx,Asmik Ace Entertainment,Bandai Namco Entertainment,Shueisha,Toy's Factory,Dear Stage inc.	Funimation	J.C.Staff,Egg Firm	Manga	Slice of Life,Comedy,Supernatural,School,Shounen	5 min. per ep.	PG-13	8.55	54439	134170	2715	"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this couldn't be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free lifeâ€”a life where ignorance is bliss.

Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.

[Written by MAL Rewrite]"
Slam Dunk	TV	101	Finished Airing	10/16/1993	3/23/1996	Fall	-	TV Asahi,Animax	Flatiron Film Company,Geneon Entertainment USA	Toei Animation	Manga	Comedy,Sports,Drama,School,Shounen	23 min. per ep.	PG-13	8.55	54336	113097	3387	"Hanamichi Sakuragi, infamous for this temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""

One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.

[Written by MAL Rewrite]"
Kamisama Hajimemashita: Kako-hen	OVA	4	Finished Airing	8/20/2015	8/19/2016	-	-	-	-	TMS Entertainment	Manga	Comedy,Demons,Supernatural,Romance,Fantasy,Shoujo	30 min. per ep.	PG-13	8.54	26535	60840	510	"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiarâ€”the fox youkai Tomoeâ€”collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment.

Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought.

[Written by MAL Rewrite]"
Kuroko no Basket 3rd Season	TV	25	Finished Airing	1/11/2015	6/30/2015	Winter	Sundays at 01:58 (JST)	Bandai Visual,Lantis,Nihon Ad Systems,Banpresto,Shueisha,BS11	-	Production I.G	Manga	Comedy,Sports,School,Shounen	24 min. per ep.	PG-13	8.54	171156	282268	3328	"Following their triumph against Yousen High, Seirin's basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup.

In the final season of Kuroko no Basket, Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.

While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.

[Written by MAL Rewrite]"
Major S5	TV	25	Finished Airing	1/10/2009	6/27/2009	Winter	-	NHK	-	SynergySP	Manga	Comedy,Drama,Romance,Sports	24 min. per ep.	PG-13	8.54	22741	37525	435	"After the baseball season was over, Gorou returned to Japan. There he learned from Toshi that there is going to be a Baseball World Cup the following year hosted in America.

(Source: AniDB)"
One Piece	TV	-	Currently Airing	10/20/1999	-	Fall	Sundays at 09:30 (JST)	Fuji TV,TAP,Shueisha	Funimation,4Kids Entertainment	Toei Animation	Manga	Action,Adventure,Comedy,Super Power,Drama,Fantasy,Shounen	24 min.	PG-13	8.54	417652	707815	68985	"Gol D. Roger was known as the ""Pirate King,"" the strongest and most infamous being to have sailed the Grand Line. The capture and execution of Roger by the World Government brought a change throughout the world. His last words before his death revealed the existence of the greatest treasure in the world, One Piece. It was this revelation that brought about the Grand Age of Pirates, men who dreamed of finding One Pieceâ€”which promises an unlimited amount of riches and fameâ€”and quite possibly the pinnacle of glory and the title of the Pirate King.

Enter Monkey D. Luffy, a 17-year-old boy who defies your standard definition of a pirate. Rather than the popular persona of a wicked, hardened, toothless pirate ransacking villages for fun, Luffyâ€™s reason for being a pirate is one of pure wonder: the thought of an exciting adventure that leads him to intriguing people and ultimately, the promised treasure. Following in the footsteps of his childhood hero, Luffy and his crew travel across the Grand Line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach the most coveted of all fortunesâ€”One Piece.

[Written by MAL Rewrite] "
